,email,result,details
701,info@redfield.nsw.edu.au,The email address info@redfield.nsw.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
alt3.aspmx.l.google.com (30)
alt4.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP z6si11912980wml.207 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK z6si11912980wml.207 - gsmtp
RCPT TO: <info@redfield.nsw.edu.au>
250 2.1.5 OK z6si11912980wml.207 - gsmtp
QUIT
221 2.0.0 closing connection z6si11912980wml.207 - gsmtp"
702,enquiries@rpcs.nsw.edu.au,The email address enquiries@rpcs.nsw.edu.au is valid,"MX records:
rpcs-nsw-edu-au.p10.spamhero.com (10)
rpcs-nsw-edu-au.p20.spamhero.net (20)
rpcs-nsw-edu-au.p30.spamhero.net (30)
rpcs-nsw-edu-au.p40.spamhero.net (40)

connected to rpcs-nsw-edu-au.p10.spamhero.com

dialog with rpcs-nsw-edu-au.p10.spamhero.com ok

220 bolt109b.mxthunder.net ESMTP Postfix
HELO ip-adress.com
250 bolt109b.mxthunder.net
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Ok
RCPT TO: <enquiries@rpcs.nsw.edu.au>
250 2.1.5 Ok
QUIT
221 2.0.0 Bye"
703,regentspk-p.school@det.nsw.edu.au,The email address regentspk-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT004.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:08:10 +0000
HELO ip-adress.com
250 SY4AUS01FT004.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <regentspk-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
704,regentvill-p.school@det.nsw.edu.au,The email address regentvill-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT014.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:08:20 +0000
HELO ip-adress.com
250 SY4AUS01FT014.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <regentvill-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
705,info.01532@sydstu.catholic.edu.au,The email address info.01532@sydstu.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx5.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP o13si33257606wrc.268 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK o13si33257606wrc.268 - gsmtp
RCPT TO: <info.01532@sydstu.catholic.edu.au>
250 2.1.5 OK o13si33257606wrc.268 - gsmtp
QUIT
221 2.0.0 closing connection o13si33257606wrc.268 - gsmtp"
706,revesby-p.school@det.nsw.edu.au,The email address revesby-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT008.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:08:38 +0000
HELO ip-adress.com
250 ME3AUS01FT008.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <revesby-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
707,admin@richardgillschool.nsw.edu.au,The email address admin@richardgillschool.nsw.edu.au is valid,"MX records:
richardgillschool-nsw-edu-au.mail.protection.outlook.com (0)

connected to richardgillschool-nsw-edu-au.mail.protection.outlook.com

dialog with richardgillschool-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT007.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:08:48 +0000
HELO ip-adress.com
250 ME3AUS01FT007.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <admin@richardgillschool.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
708,admin@richmond.nsw.edu.au,The email address admin@richmond.nsw.edu.au is valid,"MX records:
aspmx.l.google.com (5)
alt1.aspmx.l.google.com (10)
alt2.aspmx.l.google.com (10)
alt3.aspmx.l.google.com (20)
alt4.aspmx.l.google.com (25)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP b26si18989805ooa.52 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK b26si18989805ooa.52 - gsmtp
RCPT TO: <admin@richmond.nsw.edu.au>
250 2.1.5 OK b26si18989805ooa.52 - gsmtp
QUIT
221 2.0.0 closing connection b26si18989805ooa.52 - gsmtp"
709,outreach@rvaschools.net,The email address outreach@rvaschools.net is valid,"MX records:
ASPMX.L.GOOGLE.COM (1)
ALT1.ASPMX.L.GOOGLE.COM (5)
ALT2.ASPMX.L.GOOGLE.COM (5)
ALT4.ASPMX.L.GOOGLE.COM (10)
ALT3.ASPMX.L.GOOGLE.COM (10)

connected to ASPMX.L.GOOGLE.COM

dialog with ASPMX.L.GOOGLE.COM ok

220 mx.google.com ESMTP w144si18757377oif.16 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK w144si18757377oif.16 - gsmtp
RCPT TO: <outreach@rvaschools.net>
250 2.1.5 OK w144si18757377oif.16 - gsmtp
QUIT
221 2.0.0 closing connection w144si18757377oif.16 - gsmtp"
710,ringrose-p.school@det.nsw.edu.au,The email address ringrose-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT020.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:09:16 +0000
HELO ip-adress.com
250 SY4AUS01FT020.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <ringrose-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
711,riverbank-p.school@det.nsw.edu.au,The email address riverbank-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT004.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:09:25 +0000
HELO ip-adress.com
250 SY4AUS01FT004.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <riverbank-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
712,riverina-e.school@det.nsw.edu.au,The email address riverina-e.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT010.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:09:35 +0000
HELO ip-adress.com
250 ME3AUS01FT010.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <riverina-e.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
713,riversideg-h.school@det.nsw.edu.au,The email address riversideg-h.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT016.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:09:43 +0000
HELO ip-adress.com
250 ME3AUS01FT016.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <riversideg-h.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT016.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
714,riverstone-h.school@det.nsw.edu.au,The email address riverstone-h.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT011.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:09:53 +0000
HELO ip-adress.com
250 SY4AUS01FT011.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <riverstone-h.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT011.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
715,riverstone-p.school@det.nsw.edu.au,The email address riverstone-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT014.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:10:03 +0000
HELO ip-adress.com
250 SY4AUS01FT014.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <riverstone-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
716,riverwood-p.school@det.nsw.edu.au,The email address riverwood-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT020.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:10:11 +0000
HELO ip-adress.com
250 SY4AUS01FT020.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <riverwood-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
717,roberttown-p.school@det.nsw.edu.au,The email address roberttown-p.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT011.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:10:20 +0000
HELO ip-adress.com
250 SY4AUS01FT011.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <roberttown-p.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT011.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
718,gordon.parrish@det.nsw.edu.au,The email address gordon.parrish@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT013.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:10:29 +0000
HELO ip-adress.com
250 ME3AUS01FT013.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <gordon.parrish@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
719,rcpsinfo@rockdale.k12.ga.us,The email address rcpsinfo@rockdale.k12.ga.us is not valid,"MX records:
rockdale-k12-ga-us.mail.protection.outlook.com (0)

connected to rockdale-k12-ga-us.mail.protection.outlook.com

dialog with rockdale-k12-ga-us.mail.protection.outlook.com ok

220 DM6NAM04FT027.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:10:39 +0000
HELO ip-adress.com
250 DM6NAM04FT027.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <rcpsinfo@rockdale.k12.ga.us>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [DM6NAM04FT027.eop-NAM04.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
720,rockley-p.school@det.nsw.edu.au,The email address rockley-p.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT006.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:10:47 +0000
HELO ip-adress.com
250 SY4AUS01FT006.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <rockley-p.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [SY4AUS01FT006.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
721,rollandplu-p.school@det.nsw.edu.au,The email address rollandplu-p.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT021.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:10:57 +0000
HELO ip-adress.com
250 ME3AUS01FT021.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <rollandplu-p.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT021.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
722,rootyhill-h.school@det.nsw.edu.au,The email address rootyhill-h.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT006.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:11:06 +0000
HELO ip-adress.com
250 ME3AUS01FT006.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <rootyhill-h.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
723,rootyhill-p.school@det.nsw.edu.au,The email address rootyhill-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT012.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:11:16 +0000
HELO ip-adress.com
250 SY4AUS01FT012.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <rootyhill-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
724,rbscdebating@gmail.com,The email address rbscdebating@gmail.com is valid,"MX records:
gmail-smtp-in.l.google.com (5)
alt1.gmail-smtp-in.l.google.com (10)
alt2.gmail-smtp-in.l.google.com (20)
alt3.gmail-smtp-in.l.google.com (30)
alt4.gmail-smtp-in.l.google.com (40)

connected to gmail-smtp-in.l.google.com

dialog with gmail-smtp-in.l.google.com ok

220 mx.google.com ESMTP t40si16680878oiw.246 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK t40si16680878oiw.246 - gsmtp
RCPT TO: <rbscdebating@gmail.com>
250 2.1.5 OK t40si16680878oiw.246 - gsmtp
QUIT
221 2.0.0 closing connection t40si16680878oiw.246 - gsmtp"
725,generalenquiries@rosebank.nsw.edu.au,The email address generalenquiries@rosebank.nsw.edu.au is valid,"MX records:
ASPMX.L.GOOGLE.COM (1)
ALT1.ASPMX.L.GOOGLE.COM (5)
ALT2.ASPMX.L.GOOGLE.COM (5)
ASPMX4.GOOGLEMAIL.COM (10)
ASPMX5.GOOGLEMAIL.COM (10)
ASPMX2.GOOGLEMAIL.COM (10)
ASPMX3.GOOGLEMAIL.COM (10)

connected to ASPMX.L.GOOGLE.COM

dialog with ASPMX.L.GOOGLE.COM ok

220 mx.google.com ESMTP o15si17311785wms.118 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK o15si17311785wms.118 - gsmtp
RCPT TO: <generalenquiries@rosebank.nsw.edu.au>
250 2.1.5 OK o15si17311785wms.118 - gsmtp
QUIT
221 2.0.0 closing connection o15si17311785wms.118 - gsmtp"
726,rosebank-p.school@det.nsw.edu.au,The email address rosebank-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT009.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:11:41 +0000
HELO ip-adress.com
250 ME3AUS01FT009.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <rosebank-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
727,rosemeadowpublicschool@pandcaffiliate.org.au,The email address rosemeadowpublicschool@pandcaffiliate.org.au is valid,"MX records:
pandcaffiliate-org-au.mail.protection.outlook.com (0)

connected to pandcaffiliate-org-au.mail.protection.outlook.com

dialog with pandcaffiliate-org-au.mail.protection.outlook.com ok

220 SY4AUS01FT003.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:11:50 +0000
HELO ip-adress.com
250 SY4AUS01FT003.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <rosemeadowpublicschool@pandcaffiliate.org.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
